order_id,order_date,user_id,product_id,quantity,price,total_amount,country,city
b0a60492-4ca6-4825-abbc-e540809aa3d0,2024-08-06,692337,1006,4,28.36,113.44,Mexico,Monterrey
24ebc7d5-9e9a-4c94-aed9-2f2638b56faf,2024-11-17,987656,1010,3,29.9,89.7,France,Paris
c898e5db-4a7f-47e8-9854-572e3f815853,2025-03-28,491111,1003,4,92.61,370.44,USA,Seattle
4b9bc427-36ac-4754-8a1f-706dfc21d9b4,2025-04-13,656684,1006,2,25.6,51.2,Canada,Toronto
35aacc37-c2c5-4417-af00-ee9855201519,2025-06-30,843153,1007,5,210.16,1050.8,India,Mumbai
b09a22ee-f0cc-4d29-b945-734d2fb77787,2025-02-28,249588,1005,5,36.27,181.35,Canada,Montreal
def427de-8417-406d-980b-0dd5d9356103,2025-07-14,696723,1006,4,27.71,110.84,Brazil,Rio de Janeiro
e9a59ed2-8f14-49dc-9014-6712c7a9d9cd,2024-11-28,497488,1001,1,20.87,20.87,France,Toulouse
bdc02a93-4e1d-47a4-80a4-974fac7b2b54,2024-10-13,364449,1005,4,43.53,174.12,Canada,Vancouver
ac6b948a-4a27-45b7-99df-e45f92144c1f,2025-06-12,942618,1001,3,18.91,56.73,UK,Birmingham
45104fc0-a830-4f95-95c7-43fb34569545,2024-12-13,665875,1009,1,15,15,France,Toulouse
ea458ab3-7478-4147-9012-5457776f9dc4,2024-11-22,414357,1010,5,30.88,154.4,Japan,Tokyo
2620a486-1743-41df-a211-d824daac4217,2025-03-03,686273,1001,4,19.65,78.6,UK,Manchester
add89fbf-4b23-4b7f-9c60-7d91a2b1c298,2024-11-04,211853,1008,3,82.09,246.27,France,Paris
1075d8ad-ee58-4791-97ce-9e13686e4984,2024-11-13,849783,1006,1,24.22,24.22,India,Delhi
8f82ee17-17ee-49fb-9701-15dfd3ec15f0,2025-03-31,597117,1008,4,78.56,314.24,Brazil,Rio de Janeiro
78e3ddb2-dc6a-490c-9279-1574e3f9597f,2025-05-23,707594,1005,2,41.6,83.2,France,Paris
7aa1edbf-909e-4f7e-b058-dd68429a1e7c,2025-01-27,425933,1010,3,28.49,85.47,Japan,Osaka
9fb0a731-0b7f-4868-ab7c-590f8d98d0f9,2025-06-30,517157,1006,3,27.34,82.02,Mexico,Guadalajara
2497acde-6f24-44cd-912d-39f50f14fc94,2025-04-12,461346,1002,5,52.46,262.3,Brazil,Salvador
823dcb3c-c2d0-4e91-8be7-ecf1934246fd,2025-07-09,222339,1003,2,97.15,194.3,Japan,Tokyo
24b54628-1fe9-4ceb-a33f-64445af3e3dd,2024-09-29,699882,1009,2,16.77,33.54,Brazil,Sao Paulo
dd6d934c-95cc-48fe-a63a-eac76fcb8f5d,2024-12-13,847730,1010,4,30.26,121.04,India,Mumbai
269f95d0-fea5-469f-822a-ab6739e0006c,2025-03-26,597419,1008,3,78.52,235.56,Brazil,Salvador
f1201f29-2f05-4505-b618-2e5874e29a85,2025-02-27,642453,1010,5,30.74,153.7,France,Paris
acf70dd2-97ef-4cf9-b90e-ecd8fdac8cc3,2024-08-22,916180,1002,2,51.72,103.44,Canada,Ottawa
75432ced-a501-482f-a583-cd24c34af329,2025-03-13,545626,1010,4,27.8,111.2,UK,Birmingham
b0662a53-de0e-4719-830c-7f8580f76720,2025-07-16,214753,1002,4,48.92,195.68,Brazil,Sao Paulo
20521d93-67d5-4d64-854b-fa4e86effacb,2024-12-02,291866,1005,2,40.09,80.18,France,Marseille
c45fa8c7-8d49-4928-aa3e-4d71e78a6c08,2025-03-04,595524,1006,3,27.92,83.76,France,Marseille
b0d706c5-17e8-401d-a964-872fce4cec83,2024-09-16,670211,1010,1,27.75,27.75,Brazil,Brasilia
490510de-b4e3-4a04-a4e3-5733329fd128,2025-07-23,495096,1010,3,31.17,93.51,Germany,Frankfurt
e3012fb1-c20b-4485-840e-271e2bb4b647,2024-09-01,512907,1001,5,18.73,93.65,India,Mumbai
38e851dd-72c9-45d7-94dc-d6108fedf2af,2024-12-21,617016,1010,1,31.47,31.47,Australia,Melbourne
1c28885f-3b3a-489c-b408-76b163098948,2024-12-07,614938,1007,2,250.48,500.96,France,Paris
58c42aa7-e1dc-48fe-b3da-a33cda34cdf0,2025-01-17,234022,1009,4,14.45,57.8,Germany,Hamburg
21a6debd-bbdb-47aa-aea9-c29021d4e8d6,2025-02-02,506072,1006,3,25.91,77.73,Brazil,Brasilia
4c5ad906-0e5b-4119-bd41-137443efad90,2025-01-03,621155,1005,3,36.14,108.42,Canada,Vancouver
e9057c09-728b-4ccf-b9e0-ae8f46474b81,2024-10-03,907393,1005,1,37.75,37.75,India,Delhi
e8b633bb-e565-4269-97d0-67d7c186e6ed,2024-12-23,414199,1001,4,18.87,75.48,USA,Chicago
c5ac3834-fe91-463f-be66-8d20c086215a,2025-04-05,582049,1005,5,40.98,204.9,India,Delhi
cb4b5c90-54d6-478d-9682-a3151e7c43cc,2024-09-07,927420,1007,4,215.55,862.2,USA,Seattle
67217185-5b07-488e-a1c0-dee66f41db28,2025-01-18,261468,1006,4,24.42,97.68,Japan,Nagoya
49894fa6-d6bc-4833-8334-d2a6a0e35a17,2025-02-20,571891,1004,3,9.2,27.6,Mexico,Monterrey
4b06b4a0-a753-4236-8b04-eb3960cd2007,2024-10-16,728167,1006,2,27.13,54.26,Japan,Yokohama
19f2fdcd-5a40-4eb6-a855-a75216fc52b1,2025-04-20,617922,1001,1,19.63,19.63,USA,Chicago
111157cc-5a0c-4a63-8ae3-25073acdf209,2025-06-03,711348,1001,4,20.71,82.84,Japan,Osaka
b5590c27-0749-4a0e-919e-a099d343b86f,2024-12-27,506126,1010,5,30.17,150.85,Mexico,Mexico City
eecbe251-658b-42e9-8c34-5e7bb1ea5b43,2024-10-24,205378,1008,2,79.4,158.8,France,Toulouse
3fdd686b-f8a3-4cbc-a882-7b6d43e422f9,2024-09-03,174480,1004,3,9.18,27.54,USA,New York
11271d25-c6b1-49c6-8ccb-daade09fee19,2025-02-23,134185,1006,4,24.7,98.8,UK,Manchester
03bc807c-e325-4242-b04c-261896443ec7,2024-10-08,470122,1008,4,86.35,345.4,Canada,Toronto
fe40c94e-9a0b-4fb6-a050-5c7a4859d41f,2024-10-03,214883,1005,3,36.44,109.32,Mexico,Guadalajara
930fd484-cad9-4c82-b1c5-5b68b1e6fa70,2025-03-15,555229,1003,1,97.68,97.68,Germany,Hamburg
f9916107-9831-4608-9563-fa0d2c7082f0,2024-10-23,141273,1005,5,37.28,186.4,Mexico,Monterrey
3c0f928e-0dc5-442f-a585-43ff24c5093d,2024-11-16,865223,1006,1,23.52,23.52,India,Delhi
8b2bcb2d-3155-41fc-826e-ae0bce100142,2024-08-13,748352,1003,2,92.06,184.12,France,Lyon
5468ccbc-23a2-4b5d-b595-33da79f49b31,2024-12-22,654349,1002,5,53.54,267.7,France,Toulouse
82af6aa1-ee5b-49bd-a439-21b34a57f8dd,2025-06-04,637469,1006,5,25.06,125.3,Japan,Osaka
c3c21cdf-0762-4f05-8b66-5e50e72ea880,2025-05-25,428024,1008,1,77.57,77.57,Japan,Tokyo
30875da7-11f9-43f4-bc08-b43b803f45dc,2024-08-12,817708,1009,4,16.11,64.44,Germany,Berlin
d9d82149-8dc1-428a-8efa-4aef836f492b,2025-07-28,788820,1005,4,42.67,170.68,Germany,Hamburg
b5d93182-e108-43c5-b5bf-4934e2cfbd20,2024-12-06,739133,1003,3,96.28,288.84,Japan,Yokohama
1ece31f9-f60d-4e64-a085-ea9b96f62c7c,2024-10-28,193033,1002,2,54.98,109.96,France,Marseille
f3de6956-2967-44eb-abe0-02af569f325d,2025-03-28,772290,1001,5,18.29,91.45,Canada,Ottawa
e3d4f7d6-3901-47af-8da3-d39cbcd29403,2024-10-10,321042,1004,4,9.96,39.84,UK,Birmingham
